Simulation_Time,Architecture,Event_Type,Cumulative_Samples,Entity_ID,Source_IP,Target_IP,Sample_Index,Label,Payload_Byte,Network_Counted_Byte
22.000000000000178,cl,sample_sent_checkpoint,14000,999,238.201.176.86,10.10.10.10,6991,9,12293,12293
22.90000000000019,cl,sample_received_checkpoint,6000,63,191.1.224.95,10.10.10.10,8838,9,12293,12293
26.250000000000238,cl,sample_sent_checkpoint,15000,999,238.201.176.86,10.10.10.10,1679,7,12293,12293
27.600000000000257,cl,sample_received_checkpoint,7000,458,229.24.208.52,10.10.10.10,16992,1,12293,12293
28.300000000000267,cl,sample_sent_checkpoint,16000,999,238.201.176.86,10.10.10.10,23036,6,12293,12293
30.450000000000298,cl,sample_sent_checkpoint,17000,999,238.201.176.86,10.10.10.10,45808,7,12293,12293
30.6000000000003,cl,sample_received_checkpoint,8000,822,245.186.6.99,10.10.10.10,11684,2,12293,12293
34.75000000000016,cl,sample_received_checkpoint,9000,141,229.26.64.129,10.10.10.10,997,1,12293,12293
35.35000000000013,cl,sample_sent_checkpoint,18000,999,238.201.176.86,10.10.10.10,14886,4,12293,12293
37.350000000000016,cl,sample_sent_checkpoint,19000,999,238.201.176.86,10.10.10.10,21473,4,12293,12293
37.74999999999999,cl,sample_received_checkpoint,10000,844,75.8.74.124,10.10.10.10,46932,3,12293,12293
41.599999999999774,cl,sample_sent_checkpoint,20000,999,238.201.176.86,10.10.10.10,6511,3,12293,12293
41.84999999999976,cl,sample_received_checkpoint,11000,56,24.208.234.5,10.10.10.10,45923,1,12293,12293
43.849999999999646,cl,sample_sent_checkpoint,21000,999,238.201.176.86,10.10.10.10,3294,8,12293,12293
44.949999999999584,cl,sample_received_checkpoint,12000,387,15.185.49.81,10.10.10.10,26042,6,12293,12293
48.69999999999937,cl,sample_sent_checkpoint,22000,999,238.201.176.86,10.10.10.10,22221,1,12293,12293
50.199999999999285,cl,sample_received_checkpoint,13000,342,199.236.123.204,10.10.10.10,22133,4,12293,12293
50.94999999999924,cl,sample_sent_checkpoint,23000,999,238.201.176.86,10.10.10.10,7185,7,12293,12293
52.149999999999174,cl,sample_received_checkpoint,14000,436,22.217.206.155,10.10.10.10,13153,6,12293,12293
53.64999999999909,cl,sample_sent_checkpoint,24000,999,238.201.176.86,10.10.10.10,15991,6,12293,12293
56.09999999999895,cl,sample_received_checkpoint,15000,552,82.136.109.193,10.10.10.10,22589,8,12293,12293
57.599999999998865,cl,sample_sent_checkpoint,25000,999,238.201.176.86,10.10.10.10,43635,9,12293,12293
59.04999999999878,cl,sample_received_checkpoint,16000,852,248.185.100.79,10.10.10.10,40268,4,12293,12293
59.59999999999875,cl,sample_sent_checkpoint,26000,999,238.201.176.86,10.10.10.10,19416,8,12293,12293
62.74999999999857,cl,sample_received_checkpoint,17000,208,121.97.169.133,10.10.10.10,39110,2,12293,12293
63.44999999999853,cl,sample_sent_checkpoint,27000,999,238.201.176.86,10.10.10.10,45179,5,12293,12293
65.64999999999841,cl,sample_received_checkpoint,18000,241,99.232.29.81,10.10.10.10,13609,9,12293,12293
65.9999999999984,cl,sample_sent_checkpoint,28000,999,238.201.176.86,10.10.10.10,21446,2,12293,12293
69.94999999999817,cl,sample_sent_checkpoint,29000,999,238.201.176.86,10.10.10.10,4865,9,12293,12293
70.24999999999815,cl,sample_received_checkpoint,19000,477,145.28.125.242,10.10.10.10,22902,4,12293,12293
72.29999999999804,cl,sample_received_checkpoint,20000,560,107.25.119.194,10.10.10.10,46957,2,12293,12293
72.69999999999801,cl,sample_sent_checkpoint,30000,999,238.201.176.86,10.10.10.10,26315,1,12293,12293
75.44999999999786,cl,sample_received_checkpoint,21000,23,100.221.63.17,10.10.10.10,1360,6,12293,12293
76.89999999999777,cl,sample_sent_checkpoint,31000,999,238.201.176.86,10.10.10.10,33878,5,12293,12293
78.34999999999769,cl,sample_received_checkpoint,22000,665,54.164.171.234,10.10.10.10,28575,5,12293,12293
78.89999999999766,cl,sample_sent_checkpoint,32000,999,238.201.176.86,10.10.10.10,31335,9,12293,12293
82.19999999999747,cl,sample_received_checkpoint,23000,819,253.56.252.157,10.10.10.10,33117,0,12293,12293
82.94999999999743,cl,sample_sent_checkpoint,33000,999,238.201.176.86,10.10.10.10,35599,0,12293,12293
85.2999999999973,cl,sample_received_checkpoint,24000,709,23.202.109.91,10.10.10.10,24406,7,12293,12293
85.74999999999727,cl,sample_sent_checkpoint,34000,999,238.201.176.86,10.10.10.10,36378,5,12293,12293
89.54999999999706,cl,sample_received_checkpoint,25000,392,28.143.240.147,10.10.10.10,22125,3,12293,12293
90.04999999999703,cl,sample_sent_checkpoint,35000,999,238.201.176.86,10.10.10.10,5848,3,12293,12293
92.2499999999969,cl,sample_sent_checkpoint,36000,999,238.201.176.86,10.10.10.10,24946,6,12293,12293
92.49999999999689,cl,sample_received_checkpoint,26000,233,42.68.144.219,10.10.10.10,6331,4,12293,12293
96.64999999999665,cl,sample_received_checkpoint,27000,925,43.215.65.244,10.10.10.10,27037,1,12293,12293
97.09999999999663,cl,sample_sent_checkpoint,37000,999,238.201.176.86,10.10.10.10,29484,3,12293,12293
98.54999999999654,cl,sample_received_checkpoint,28000,779,49.177.72.108,10.10.10.10,33363,0,12293,12293
99.14999999999651,cl,sample_sent_checkpoint,38000,999,238.201.176.86,10.10.10.10,10391,2,12293,12293
102.7499999999963,cl,sample_received_checkpoint,29000,781,119.157.122.182,10.10.10.10,43322,7,12293,12293
103.39999999999627,cl,sample_sent_checkpoint,39000,999,238.201.176.86,10.10.10.10,1240,1,12293,12293
105.54999999999615,cl,sample_received_checkpoint,30000,909,110.141.129.245,10.10.10.10,14827,4,12293,12293
105.99999999999612,cl,sample_sent_checkpoint,40000,999,238.201.176.86,10.10.10.10,23006,1,12293,12293
110.14999999999588,cl,sample_sent_checkpoint,41000,999,238.201.176.86,10.10.10.10,11821,6,12293,12293
110.39999999999587,cl,sample_received_checkpoint,31000,990,60.221.69.116,10.10.10.10,8960,5,12293,12293
112.39999999999576,cl,sample_received_checkpoint,32000,96,31.64.131.88,10.10.10.10,48975,1,12293,12293
112.84999999999573,cl,sample_sent_checkpoint,42000,999,238.201.176.86,10.10.10.10,34131,0,12293,12293
116.7999999999955,cl,sample_received_checkpoint,33000,73,190.185.174.229,10.10.10.10,26101,9,12293,12293
117.34999999999548,cl,sample_sent_checkpoint,43000,999,238.201.176.86,10.10.10.10,17903,9,12293,12293
118.7499999999954,cl,sample_received_checkpoint,34000,65,42.178.33.189,10.10.10.10,36576,6,12293,12293
119.29999999999536,cl,sample_sent_checkpoint,44000,999,238.201.176.86,10.10.10.10,25206,1,12293,12293
123.49999999999513,cl,sample_sent_checkpoint,45000,999,238.201.176.86,10.10.10.10,497,0,12293,12293
124.69999999999506,cl,sample_received_checkpoint,35000,441,136.173.116.115,10.10.10.10,24733,3,12293,12293
126.49999999999496,cl,sample_sent_checkpoint,46000,999,238.201.176.86,10.10.10.10,17465,0,12293,12293
126.79999999999494,cl,sample_received_checkpoint,36000,908,81.190.175.84,10.10.10.10,45867,4,12293,12293
130.3499999999954,cl,sample_received_checkpoint,37000,504,90.226.37.103,10.10.10.10,37345,4,12293,12293
130.8499999999955,cl,sample_sent_checkpoint,47000,999,238.201.176.86,10.10.10.10,37028,4,12293,12293
133.19999999999604,cl,sample_received_checkpoint,38000,432,210.7.178.32,10.10.10.10,8554,4,12293,12293
133.59999999999613,cl,sample_sent_checkpoint,48000,999,238.201.176.86,10.10.10.10,15456,1,12293,12293
137.94999999999712,cl,sample_sent_checkpoint,49000,999,238.201.176.86,10.10.10.10,9644,8,12293,12293
138.49999999999724,cl,sample_received_checkpoint,39000,12,182.76.78.185,10.10.10.10,45518,6,12293,12293
140.24999999999764,cl,sample_sent_checkpoint,50000,999,238.201.176.86,10.10.10.10,23906,5,12293,12293
140.59999999999772,cl,sample_received_checkpoint,40000,414,225.2.115.134,10.10.10.10,36971,7,12293,12293
144.59999999999863,cl,sample_sent_checkpoint,51000,999,238.201.176.86,10.10.10.10,17713,4,12293,12293
145.84999999999891,cl,sample_received_checkpoint,41000,52,31.186.177.125,10.10.10.10,2337,3,12293,12293
147.5999999999993,cl,sample_sent_checkpoint,52000,999,238.201.176.86,10.10.10.10,7134,9,12293,12293
147.9999999999994,cl,sample_received_checkpoint,42000,255,166.175.236.183,10.10.10.10,26012,9,12293,12293
151.9000000000003,cl,sample_sent_checkpoint,53000,999,238.201.176.86,10.10.10.10,49843,7,12293,12293
153.45000000000064,cl,sample_received_checkpoint,43000,634,94.63.187.181,10.10.10.10,11231,3,12293,12293
154.25000000000082,cl,sample_sent_checkpoint,54000,999,238.201.176.86,10.10.10.10,39981,8,12293,12293
155.75000000000117,cl,sample_received_checkpoint,44000,701,209.18.114.145,10.10.10.10,11632,3,12293,12293
157.30000000000152,cl,sample_sent_checkpoint,55000,999,238.201.176.86,10.10.10.10,42278,9,12293,12293
157.80000000000163,cl,sample_received_checkpoint,45000,522,95.134.115.24,10.10.10.10,46615,8,12293,12293
161.6000000000025,cl,sample_sent_checkpoint,56000,999,238.201.176.86,10.10.10.10,11138,4,12293,12293
162.0000000000026,cl,sample_received_checkpoint,46000,25,255.53.163.190,10.10.10.10,35554,0,12293,12293
166.10000000000352,cl,sample_sent_checkpoint,57000,999,238.201.176.86,10.10.10.10,46384,4,12293,12293
166.4000000000036,cl,sample_received_checkpoint,47000,152,78.158.144.142,10.10.10.10,7298,2,12293,12293
168.90000000000416,cl,sample_sent_checkpoint,58000,999,238.201.176.86,10.10.10.10,11818,5,12293,12293
170.35000000000448,cl,sample_received_checkpoint,48000,76,111.92.13.113,10.10.10.10,8116,0,12293,12293
171.00000000000463,cl,sample_sent_checkpoint,59000,999,238.201.176.86,10.10.10.10,6991,9,12293,12293
174.75000000000549,cl,sample_received_checkpoint,49000,218,73.198.202.122,10.10.10.10,35341,7,12293,12293
175.55000000000567,cl,sample_sent_checkpoint,60000,999,238.201.176.86,10.10.10.10,1679,7,12293,12293
176.95000000000599,cl,sample_received_checkpoint,50000,122,127.92.119.99,10.10.10.10,39337,6,12293,12293
178.10000000000625,cl,sample_received_checkpoint,51000,631,134.9.147.119,10.10.10.10,49203,7,12293,12293
178.65000000000637,cl,sample_sent_checkpoint,61000,999,238.201.176.86,10.10.10.10,23036,6,12293,12293
182.3000000000072,cl,sample_received_checkpoint,52000,204,119.121.19.90,10.10.10.10,41456,0,12293,12293
183.00000000000736,cl,sample_sent_checkpoint,62000,999,238.201.176.86,10.10.10.10,45808,7,12293,12293
187.50000000000838,cl,sample_sent_checkpoint,63000,999,238.201.176.86,10.10.10.10,14886,4,12293,12293
187.75000000000844,cl,sample_received_checkpoint,53000,861,161.209.9.109,10.10.10.10,1177,8,12293,12293
189.85000000000892,cl,sample_received_checkpoint,54000,893,155.71.51.223,10.10.10.10,3357,8,12293,12293
190.30000000000902,cl,sample_sent_checkpoint,64000,999,238.201.176.86,10.10.10.10,21473,4,12293,12293
194.65000000001,cl,sample_sent_checkpoint,65000,999,238.201.176.86,10.10.10.10,6511,3,12293,12293
197.00000000001054,cl,sample_sent_checkpoint,66000,999,238.201.176.86,10.10.10.10,3294,8,12293,12293
198.35000000001085,cl,sample_received_checkpoint,55000,349,209.18.191.227,10.10.10.10,6613,4,12293,12293
199.55000000001112,cl,sample_received_checkpoint,56000,936,202.175.37.81,10.10.10.10,49457,2,12293,12293
200.20000000001127,cl,sample_sent_checkpoint,67000,999,238.201.176.86,10.10.10.10,22221,1,12293,12293
204.15000000001217,cl,sample_received_checkpoint,57000,486,42.151.192.6,10.10.10.10,49042,8,12293,12293
204.90000000001234,cl,sample_sent_checkpoint,68000,999,238.201.176.86,10.10.10.10,7185,7,12293,12293
205.30000000001243,cl,sample_received_checkpoint,58000,437,218.169.54.1,10.10.10.10,2510,6,12293,12293
209.35000000001335,cl,sample_sent_checkpoint,69000,999,238.201.176.86,10.10.10.10,15991,6,12293,12293
209.6000000000134,cl,sample_received_checkpoint,59000,274,31.56.91.196,10.10.10.10,28440,5,12293,12293
211.45000000001383,cl,sample_sent_checkpoint,70000,999,238.201.176.86,10.10.10.10,43635,9,12293,12293
212.6000000000141,cl,sample_received_checkpoint,60000,733,28.128.27.152,10.10.10.10,32145,3,12293,12293
216.45000000001497,cl,sample_sent_checkpoint,71000,999,238.201.176.86,10.10.10.10,19416,8,12293,12293
216.75000000001504,cl,sample_received_checkpoint,61000,541,158.69.204.53,10.10.10.10,47269,9,12293,12293
218.45000000001542,cl,sample_sent_checkpoint,72000,999,238.201.176.86,10.10.10.10,45179,5,12293,12293
219.85000000001574,cl,sample_received_checkpoint,62000,459,149.170.18.101,10.10.10.10,12614,8,12293,12293
221.55000000001613,cl,sample_sent_checkpoint,73000,999,238.201.176.86,10.10.10.10,21446,2,12293,12293
224.35000000001676,cl,sample_received_checkpoint,63000,272,120.239.36.34,10.10.10.10,27713,5,12293,12293
225.90000000001712,cl,sample_sent_checkpoint,74000,999,238.201.176.86,10.10.10.10,4865,9,12293,12293
227.40000000001746,cl,sample_received_checkpoint,64000,669,215.239.232.255,10.10.10.10,29170,8,12293,12293
228.15000000001763,cl,sample_sent_checkpoint,75000,999,238.201.176.86,10.10.10.10,26315,1,12293,12293
231.65000000001842,cl,sample_received_checkpoint,65000,220,58.185.43.75,10.10.10.10,44419,3,12293,12293
232.4500000000186,cl,sample_sent_checkpoint,76000,999,238.201.176.86,10.10.10.10,33878,5,12293,12293
233.60000000001887,cl,sample_received_checkpoint,66000,238,201.75.240.221,10.10.10.10,28930,0,12293,12293
237.40000000001973,cl,sample_sent_checkpoint,77000,999,238.201.176.86,10.10.10.10,31335,9,12293,12293
238.80000000002005,cl,sample_received_checkpoint,67000,219,237.246.101.123,10.10.10.10,46035,5,12293,12293
239.40000000002019,cl,sample_sent_checkpoint,78000,999,238.201.176.86,10.10.10.10,35599,0,12293,12293
240.65000000002047,cl,sample_received_checkpoint,68000,361,19.230.45.235,10.10.10.10,6562,4,12293,12293
242.20000000002082,cl,sample_sent_checkpoint,79000,999,238.201.176.86,10.10.10.10,36378,5,12293,12293
245.1500000000215,cl,sample_received_checkpoint,69000,572,72.85.158.97,10.10.10.10,3302,3,12293,12293
246.5000000000218,cl,sample_sent_checkpoint,80000,999,238.201.176.86,10.10.10.10,5848,3,12293,12293
247.8500000000221,cl,sample_received_checkpoint,70000,960,121.76.198.153,10.10.10.10,23424,4,12293,12293
248.60000000002228,cl,sample_sent_checkpoint,81000,999,238.201.176.86,10.10.10.10,24946,6,12293,12293
252.10000000002307,cl,sample_received_checkpoint,71000,679,186.101.249.130,10.10.10.10,11052,3,12293,12293
252.75000000002322,cl,sample_sent_checkpoint,82000,999,238.201.176.86,10.10.10.10,29484,3,12293,12293
254.9000000000237,cl,sample_received_checkpoint,72000,106,149.250.228.248,10.10.10.10,29046,4,12293,12293
255.45000000002383,cl,sample_sent_checkpoint,83000,999,238.201.176.86,10.10.10.10,10391,2,12293,12293
259.15000000002465,cl,sample_received_checkpoint,73000,149,198.216.46.231,10.10.10.10,3383,4,12293,12293
259.8000000000248,cl,sample_sent_checkpoint,84000,999,238.201.176.86,10.10.10.10,1240,1,12293,12293
261.2000000000251,cl,sample_received_checkpoint,74000,26,8.179.127.15,10.10.10.10,19100,9,12293,12293
262.5500000000254,cl,sample_sent_checkpoint,85000,999,238.201.176.86,10.10.10.10,23006,1,12293,12293
265.4500000000261,cl,sample_received_checkpoint,75000,611,81.123.171.103,10.10.10.10,48294,1,12293,12293
266.8000000000264,cl,sample_sent_checkpoint,86000,999,238.201.176.86,10.10.10.10,11821,6,12293,12293
268.45000000002676,cl,sample_received_checkpoint,76000,511,132.226.101.239,10.10.10.10,10447,4,12293,12293
269.0500000000269,cl,sample_sent_checkpoint,87000,999,238.201.176.86,10.10.10.10,34131,0,12293,12293
272.7000000000277,cl,sample_received_checkpoint,77000,835,242.160.220.140,10.10.10.10,13190,5,12293,12293
273.4500000000279,cl,sample_sent_checkpoint,88000,999,238.201.176.86,10.10.10.10,17903,9,12293,12293
274.6500000000282,cl,sample_received_checkpoint,78000,359,193.131.202.175,10.10.10.10,8957,2,12293,12293
278.55000000002906,cl,sample_sent_checkpoint,89000,999,238.201.176.86,10.10.10.10,25206,1,12293,12293
279.00000000002916,cl,sample_received_checkpoint,79000,953,138.103.253.29,10.10.10.10,25998,2,12293,12293
280.5000000000295,cl,sample_sent_checkpoint,90000,999,238.201.176.86,10.10.10.10,497,0,12293,12293
282.95000000003006,cl,sample_received_checkpoint,80000,518,231.225.84.12,10.10.10.10,49899,8,12293,12293
283.35000000003015,cl,sample_sent_checkpoint,91000,999,238.201.176.86,10.10.10.10,17465,0,12293,12293
287.35000000003106,cl,sample_received_checkpoint,81000,674,131.25.113.9,10.10.10.10,35616,2,12293,12293
287.80000000003116,cl,sample_sent_checkpoint,92000,999,238.201.176.86,10.10.10.10,37028,4,12293,12293
289.7500000000316,cl,sample_received_checkpoint,82000,170,67.172.254.93,10.10.10.10,35811,4,12293,12293
290.2000000000317,cl,sample_sent_checkpoint,93000,999,238.201.176.86,10.10.10.10,15456,1,12293,12293
293.95000000003256,cl,sample_received_checkpoint,83000,621,22.210.215.217,10.10.10.10,37665,4,12293,12293
295.20000000003284,cl,sample_sent_checkpoint,94000,999,238.201.176.86,10.10.10.10,9644,8,12293,12293
297.05000000003326,cl,sample_received_checkpoint,84000,250,8.51.205.98,10.10.10.10,27544,3,12293,12293
297.6000000000334,cl,sample_sent_checkpoint,95000,999,238.201.176.86,10.10.10.10,23906,5,12293,12293
301.45000000003427,cl,sample_received_checkpoint,85000,341,138.26.7.160,10.10.10.10,8140,5,12293,12293
301.9500000000344,cl,sample_sent_checkpoint,96000,999,238.201.176.86,10.10.10.10,17713,4,12293,12293
304.10000000003487,cl,sample_sent_checkpoint,97000,999,238.201.176.86,10.10.10.10,7134,9,12293,12293
304.50000000003496,cl,sample_received_checkpoint,86000,257,34.220.159.95,10.10.10.10,15931,0,12293,12293
308.90000000003596,cl,sample_received_checkpoint,87000,665,54.164.171.234,10.10.10.10,2291,2,12293,12293
309.30000000003605,cl,sample_sent_checkpoint,98000,999,238.201.176.86,10.10.10.10,49843,7,12293,12293
311.15000000003647,cl,sample_received_checkpoint,88000,233,42.68.144.219,10.10.10.10,8401,8,12293,12293
311.7000000000366,cl,sample_sent_checkpoint,99000,999,238.201.176.86,10.10.10.10,39981,8,12293,12293
316.1000000000376,cl,sample_sent_checkpoint,100000,999,238.201.176.86,10.10.10.10,42278,9,12293,12293
316.4500000000377,cl,sample_received_checkpoint,89000,480,52.137.15.233,10.10.10.10,22225,5,12293,12293
318.3500000000381,cl,sample_received_checkpoint,90000,622,18.145.77.5,10.10.10.10,45327,8,12293,12293
318.7000000000382,cl,sample_sent_checkpoint,101000,999,238.201.176.86,10.10.10.10,11138,4,12293,12293
322.45000000003904,cl,sample_received_checkpoint,91000,648,42.234.239.79,10.10.10.10,25598,7,12293,12293
322.85000000003913,cl,sample_sent_checkpoint,102000,999,238.201.176.86,10.10.10.10,46384,4,12293,12293
325.20000000003967,cl,sample_sent_checkpoint,103000,999,238.201.176.86,10.10.10.10,11818,5,12293,12293
325.55000000003974,cl,sample_received_checkpoint,92000,421,197.159.160.26,10.10.10.10,43720,3,12293,12293
330.2000000000408,cl,sample_sent_checkpoint,104000,999,238.201.176.86,10.10.10.10,6991,9,12293,12293
330.90000000004096,cl,sample_received_checkpoint,93000,666,112.70.37.10,10.10.10.10,25273,3,12293,12293
332.70000000004137,cl,sample_sent_checkpoint,105000,999,238.201.176.86,10.10.10.10,1679,7,12293,12293
333.1500000000415,cl,sample_received_checkpoint,94000,754,4.175.80.117,10.10.10.10,49124,9,12293,12293
337.10000000004237,cl,sample_sent_checkpoint,106000,999,238.201.176.86,10.10.10.10,23036,6,12293,12293
337.50000000004246,cl,sample_received_checkpoint,95000,421,197.159.160.26,10.10.10.10,5126,7,12293,12293
339.750000000043,cl,sample_received_checkpoint,96000,629,119.69.33.46,10.10.10.10,46800,2,12293,12293
340.10000000004305,cl,sample_sent_checkpoint,107000,999,238.201.176.86,10.10.10.10,45808,7,12293,12293
344.6000000000441,cl,sample_sent_checkpoint,108000,999,238.201.176.86,10.10.10.10,14886,4,12293,12293
345.1000000000442,cl,sample_received_checkpoint,97000,80,0.242.75.238,10.10.10.10,30584,2,12293,12293
346.8500000000446,cl,sample_sent_checkpoint,109000,999,238.201.176.86,10.10.10.10,21473,4,12293,12293
347.20000000004467,cl,sample_received_checkpoint,98000,909,110.141.129.245,10.10.10.10,18936,6,12293,12293
351.55000000004566,cl,sample_received_checkpoint,99000,729,178.219.139.43,10.10.10.10,42911,9,12293,12293
351.95000000004575,cl,sample_sent_checkpoint,110000,999,238.201.176.86,10.10.10.10,6511,3,12293,12293
354.3000000000463,cl,sample_sent_checkpoint,111000,999,238.201.176.86,10.10.10.10,3294,8,12293,12293
354.9000000000464,cl,sample_received_checkpoint,100000,821,108.45.102.145,10.10.10.10,13550,6,12293,12293
359.00000000004735,cl,sample_sent_checkpoint,112000,999,238.201.176.86,10.10.10.10,22221,1,12293,12293
359.45000000004745,cl,sample_received_checkpoint,101000,539,71.254.104.153,10.10.10.10,45715,1,12293,12293
361.25000000004786,cl,sample_sent_checkpoint,113000,999,238.201.176.86,10.10.10.10,7185,7,12293,12293
361.750000000048,cl,sample_received_checkpoint,102000,495,219.94.252.230,10.10.10.10,17836,3,12293,12293
366.45000000004904,cl,sample_sent_checkpoint,114000,999,238.201.176.86,10.10.10.10,15991,6,12293,12293
366.95000000004916,cl,sample_received_checkpoint,103000,907,22.75.224.12,10.10.10.10,1595,4,12293,12293
368.65000000004954,cl,sample_sent_checkpoint,115000,999,238.201.176.86,10.10.10.10,43635,9,12293,12293
369.05000000004964,cl,sample_received_checkpoint,104000,444,33.138.47.25,10.10.10.10,8647,6,12293,12293
374.00000000005076,cl,sample_sent_checkpoint,116000,999,238.201.176.86,10.10.10.10,19416,8,12293,12293
374.85000000005095,cl,sample_received_checkpoint,105000,533,229.223.22.78,10.10.10.10,6034,9,12293,12293
376.3500000000513,cl,sample_sent_checkpoint,117000,999,238.201.176.86,10.10.10.10,45179,5,12293,12293
377.05000000005145,cl,sample_received_checkpoint,106000,549,59.23.136.127,10.10.10.10,41558,6,12293,12293
380.8000000000523,cl,sample_sent_checkpoint,118000,999,238.201.176.86,10.10.10.10,21446,2,12293,12293
383.20000000005285,cl,sample_sent_checkpoint,119000,999,238.201.176.86,10.10.10.10,4865,9,12293,12293
383.60000000005294,cl,sample_received_checkpoint,107000,900,107.23.245.239,10.10.10.10,29050,3,12293,12293
384.6500000000532,cl,sample_received_checkpoint,108000,401,37.144.215.237,10.10.10.10,2937,6,12293,12293
388.7000000000541,cl,sample_sent_checkpoint,120000,999,238.201.176.86,10.10.10.10,26315,1,12293,12293
389.25000000005423,cl,sample_received_checkpoint,109000,366,189.96.174.17,10.10.10.10,22175,1,12293,12293
390.8000000000546,cl,sample_sent_checkpoint,121000,999,238.201.176.86,10.10.10.10,33878,5,12293,12293
391.90000000005483,cl,sample_received_checkpoint,110000,851,16.219.233.119,10.10.10.10,28056,6,12293,12293
392.80000000005504,cl,sample_sent_checkpoint,122000,999,238.201.176.86,10.10.10.10,31335,9,12293,12293
395.85000000005573,cl,sample_received_checkpoint,111000,801,191.90.174.67,10.10.10.10,3015,5,12293,12293
396.2500000000558,cl,sample_sent_checkpoint,123000,999,238.201.176.86,10.10.10.10,35599,0,12293,12293
397.35000000005607,cl,sample_received_checkpoint,112000,574,188.21.197.232,10.10.10.10,31585,4,12293,12293
397.8000000000562,cl,sample_sent_checkpoint,124000,999,238.201.176.86,10.10.10.10,36378,5,12293,12293
402.2500000000572,cl,sample_received_checkpoint,113000,934,235.149.109.162,10.10.10.10,20343,4,12293,12293
402.90000000005733,cl,sample_sent_checkpoint,125000,999,238.201.176.86,10.10.10.10,5848,3,12293,12293
404.8500000000578,cl,sample_received_checkpoint,114000,842,199.12.24.73,10.10.10.10,10010,0,12293,12293
405.4000000000579,cl,sample_sent_checkpoint,126000,999,238.201.176.86,10.10.10.10,24946,6,12293,12293
409.2500000000588,cl,sample_received_checkpoint,115000,359,193.131.202.175,10.10.10.10,37567,8,12293,12293
410.6500000000591,cl,sample_sent_checkpoint,127000,999,238.201.176.86,10.10.10.10,29484,3,12293,12293
411.30000000005924,cl,sample_received_checkpoint,116000,272,120.239.36.34,10.10.10.10,17098,3,12293,12293
412.60000000005954,cl,sample_sent_checkpoint,128000,999,238.201.176.86,10.10.10.10,10391,2,12293,12293
413.2000000000597,cl,sample_received_checkpoint,117000,848,216.73.173.168,10.10.10.10,9328,0,12293,12293
417.45000000006064,cl,sample_sent_checkpoint,129000,999,238.201.176.86,10.10.10.10,1240,1,12293,12293
419.000000000061,cl,sample_received_checkpoint,118000,221,47.181.228.1,10.10.10.10,48949,9,12293,12293
419.8000000000612,cl,sample_sent_checkpoint,130000,999,238.201.176.86,10.10.10.10,23006,1,12293,12293
423.500000000062,cl,sample_received_checkpoint,119000,296,166.141.236.128,10.10.10.10,30351,9,12293,12293
425.05000000006237,cl,sample_sent_checkpoint,131000,999,238.201.176.86,10.10.10.10,11821,6,12293,12293
425.6500000000625,cl,sample_received_checkpoint,120000,258,96.20.227.86,10.10.10.10,36553,8,12293,12293
429.75000000006344,cl,sample_sent_checkpoint,132000,999,238.201.176.86,10.10.10.10,34131,0,12293,12293
